id,studentid,jobid,action,content
58,2015012620,3,TIME2,TIMESTAMP=1450163375188	USER=2015012620	JOBID=3	DOCID=0	ACTION=TIME2	INFO:Range=_18_21_9_12_16_18_17_20_[object Object]_[object Object]
59,2015012620,3,TIME2,TIMESTAMP=1450163375188	USER=2015012620	JOBID=3	DOCID=0	ACTION=TIME2	INFO:Range=_18_21_9_12_16_18_17_20_[object Object]_[object Object]
60,2015012620,3,TIME3,TIMESTAMP=1450163399023	USER=2015012620	JOBID=3	DOCID=0	ACTION=TIME3	INFO: Relative=88_34_73_83_
61,2015012620,3,TIME3,TIMESTAMP=1450163399023	USER=2015012620	JOBID=3	DOCID=0	ACTION=TIME3	INFO: Relative=88_34_73_83_
62,2015012620,3,OUTCOME,TIMESTAMP=1450163638087	USER=2015012620	JOBID=3	DOCID=0	ACTION=OUTCOME	INFO:answer=The Ivy League was  firstly described the sports teams of universities in the northeasten America. Seven of them are established during colonial time. Then in a conference the ivy league was officially used. Now the ivy league was referred to excellent school. But the ivy league schools also receive criticism about the tuition fee and the education.
63,2015012620,3,OUTCOME,TIMESTAMP=1450163638087	USER=2015012620	JOBID=3	DOCID=0	ACTION=OUTCOME	INFO:answer=The Ivy League was  firstly described the sports teams of universities in the northeasten America. Seven of them are established during colonial time. Then in a conference the ivy league was officially used. Now the ivy league was referred to excellent school. But the ivy league schools also receive criticism about the tuition fee and the education.
64,2015012620,4,BEGIN_READING,TIMESTAMP=1450163732867	USER=2015012620	JOBID=4	ACTION=BEGIN_READING	INFO: CURRENT_DOC=1
65,2015012620,4,END_READING,TIMESTAMP=1450163817466	USER=2015012620	JOBID=4	ACTION=END_READING	INFO: CURRENT_DOC=1
66,2015012620,4,RELEVANCE_ANNOTATION,TIMESTAMP=1450163819298	USER=2015012620	JOBID=4	ACTION=RELEVANCE_ANNOTATION	INFO: CURRENT_DOC=1 REL=3
67,2015012620,4,BEGIN_READING,TIMESTAMP=1450163820022	USER=2015012620	JOBID=4	ACTION=BEGIN_READING	INFO: CURRENT_DOC=2
68,2015012620,4,END_READING,TIMESTAMP=1450163878020	USER=2015012620	JOBID=4	ACTION=END_READING	INFO: CURRENT_DOC=2
69,2015012620,4,RELEVANCE_ANNOTATION,TIMESTAMP=1450163880287	USER=2015012620	JOBID=4	ACTION=RELEVANCE_ANNOTATION	INFO: CURRENT_DOC=2 REL=0
70,2015012620,4,BEGIN_READING,TIMESTAMP=1450163880853	USER=2015012620	JOBID=4	ACTION=BEGIN_READING	INFO: CURRENT_DOC=3
71,2015012620,4,END_READING,TIMESTAMP=1450164036928	USER=2015012620	JOBID=4	ACTION=END_READING	INFO: CURRENT_DOC=3
72,2015012620,4,RELEVANCE_ANNOTATION,TIMESTAMP=1450164039672	USER=2015012620	JOBID=4	ACTION=RELEVANCE_ANNOTATION	INFO: CURRENT_DOC=3 REL=3
73,2015012620,4,BEGIN_READING,TIMESTAMP=1450164040552	USER=2015012620	JOBID=4	ACTION=BEGIN_READING	INFO: CURRENT_DOC=4
74,2015012620,4,END_READING,TIMESTAMP=1450164068965	USER=2015012620	JOBID=4	ACTION=END_READING	INFO: CURRENT_DOC=4
75,2015012620,4,RELEVANCE_ANNOTATION,TIMESTAMP=1450164070785	USER=2015012620	JOBID=4	ACTION=RELEVANCE_ANNOTATION	INFO: CURRENT_DOC=4 REL=0
76,2015012620,4,TIME_1,TIMESTAMP=1450164085918	USER=2015012620	JOBID=4	DOCID=0	ACTION=TIME_1	INFO:Segments=333_493_839_
77,2015012620,4,TIME_1,TIMESTAMP=1450164085918	USER=2015012620	JOBID=4	DOCID=0	ACTION=TIME_1	INFO:Segments=333_493_839_
78,2015012620,4,TIME2,TIMESTAMP=1450164111237	USER=2015012620	JOBID=4	DOCID=0	ACTION=TIME2	INFO:Range=_12_15_4_6_12_15_4_6_[object Object]_[object Object]
79,2015012620,4,TIME2,TIMESTAMP=1450164111237	USER=2015012620	JOBID=4	DOCID=0	ACTION=TIME2	INFO:Range=_12_15_4_6_12_15_4_6_[object Object]_[object Object]
80,2015012620,4,TIME3,TIMESTAMP=1450164122099	USER=2015012620	JOBID=4	DOCID=0	ACTION=TIME3	INFO: Relative=82_29_80_29_
81,2015012620,4,TIME3,TIMESTAMP=1450164122099	USER=2015012620	JOBID=4	DOCID=0	ACTION=TIME3	INFO: Relative=82_29_80_29_
82,2015012620,4,OUTCOME,TIMESTAMP=1450164216118	USER=2015012620	JOBID=4	DOCID=0	ACTION=OUTCOME	INFO:answer=The collision of a asteroid or comet caused the disruption of food chain and climate. The plate movements caused the climate change.
83,2015012620,4,OUTCOME,TIMESTAMP=1450164216118	USER=2015012620	JOBID=4	DOCID=0	ACTION=OUTCOME	INFO:answer=The collision of a asteroid or comet caused the disruption of food chain and climate. The plate movements caused the climate change.
84,2015012620,5,BEGIN_READING,TIMESTAMP=1450164306116	USER=2015012620	JOBID=5	ACTION=BEGIN_READING	INFO: CURRENT_DOC=1
85,2015012620,5,END_READING,TIMESTAMP=1450164519463	USER=2015012620	JOBID=5	ACTION=END_READING	INFO: CURRENT_DOC=1
86,2015012620,5,RELEVANCE_ANNOTATION,TIMESTAMP=1450164521132	USER=2015012620	JOBID=5	ACTION=RELEVANCE_ANNOTATION	INFO: CURRENT_DOC=1 REL=3
87,2015012620,5,BEGIN_READING,TIMESTAMP=1450164521916	USER=2015012620	JOBID=5	ACTION=BEGIN_READING	INFO: CURRENT_DOC=2
88,2015012620,5,END_READING,TIMESTAMP=1450164558762	USER=2015012620	JOBID=5	ACTION=END_READING	INFO: CURRENT_DOC=2
89,2015012620,5,RELEVANCE_ANNOTATION,TIMESTAMP=1450164560665	USER=2015012620	JOBID=5	ACTION=RELEVANCE_ANNOTATION	INFO: CURRENT_DOC=2 REL=0
90,2015012620,5,BEGIN_READING,TIMESTAMP=1450164561347	USER=2015012620	JOBID=5	ACTION=BEGIN_READING	INFO: CURRENT_DOC=3
91,2015012620,5,END_READING,TIMESTAMP=1450164638329	USER=2015012620	JOBID=5	ACTION=END_READING	INFO: CURRENT_DOC=3
92,2015012620,5,RELEVANCE_ANNOTATION,TIMESTAMP=1450164640414	USER=2015012620	JOBID=5	ACTION=RELEVANCE_ANNOTATION	INFO: CURRENT_DOC=3 REL=0
93,2015012620,5,BEGIN_READING,TIMESTAMP=1450164641249	USER=2015012620	JOBID=5	ACTION=BEGIN_READING	INFO: CURRENT_DOC=4
94,2015012620,5,END_READING,TIMESTAMP=1450164834192	USER=2015012620	JOBID=5	ACTION=END_READING	INFO: CURRENT_DOC=4
95,2015012620,5,RELEVANCE_ANNOTATION,TIMESTAMP=1450164836521	USER=2015012620	JOBID=5	ACTION=RELEVANCE_ANNOTATION	INFO: CURRENT_DOC=4 REL=3
96,2015012620,5,TIME_1,TIMESTAMP=1450164861232	USER=2015012620	JOBID=5	DOCID=0	ACTION=TIME_1	INFO:Segments=325_467_630_
97,2015012620,5,TIME_1,TIMESTAMP=1450164861232	USER=2015012620	JOBID=5	DOCID=0	ACTION=TIME_1	INFO:Segments=325_467_630_
98,2015012620,5,TIME2,TIMESTAMP=1450164888559	USER=2015012620	JOBID=5	DOCID=0	ACTION=TIME2	INFO:Range=_15_18_4_6_5_7_14_17_[object Object]_[object Object]
99,2015012620,5,TIME2,TIMESTAMP=1450164888559	USER=2015012620	JOBID=5	DOCID=0	ACTION=TIME2	INFO:Range=_15_18_4_6_5_7_14_17_[object Object]_[object Object]
100,2015012620,5,TIME3,TIMESTAMP=1450164901662	USER=2015012620	JOBID=5	DOCID=0	ACTION=TIME3	INFO: Relative=82_33_39_79_
101,2015012620,5,TIME3,TIMESTAMP=1450164901662	USER=2015012620	JOBID=5	DOCID=0	ACTION=TIME3	INFO: Relative=82_33_39_79_
102,2015012620,5,OUTCOME,TIMESTAMP=1450165106578	USER=2015012620	JOBID=5	DOCID=0	ACTION=OUTCOME	INFO:answer=1.How to deal with the problem of north Korean nuclear power and try to achieve a disarmation . 2.establish a trade organization and agree on free trade..... 3.increase the trade and commerce in the respective countries 4.the restoration of the partnership among the 3 countries
103,2015012620,5,OUTCOME,TIMESTAMP=1450165106578	USER=2015012620	JOBID=5	DOCID=0	ACTION=OUTCOME	INFO:answer=1.How to deal with the problem of north Korean nuclear power and try to achieve a disarmation . 2.establish a trade organization and agree on free trade..... 3.increase the trade and commerce in the respective countries 4.the restoration of the partnership among the 3 countries
104,2015012618,1,BEGIN_CALIBRATION,TIMESTAMP=1450167985664	USER=2015012618	JOBID=1	DOCID=0	ACTION=BEGIN_CALIBRATION	INFO:
105,2015012618,1,END_CALIBRATION,TIMESTAMP=1450168012848	USER=2015012618	JOBID=1	DOCID=0	ACTION=END_CALIBRATION	INFO:
106,2015012618,1,BEGIN_CALIBRATION,TIMESTAMP=1450168017652	USER=2015012618	JOBID=1	DOCID=9	ACTION=BEGIN_CALIBRATION	INFO:
107,2015012618,1,END_CALIBRATION,TIMESTAMP=1450168066177	USER=2015012618	JOBID=1	DOCID=9	ACTION=END_CALIBRATION	INFO:
108,2015012618,1,BEGIN_READING,TIMESTAMP=1450168084081	USER=2015012618	JOBID=1	ACTION=BEGIN_READING	INFO: CURRENT_DOC=1
109,2015012618,1,END_READING,TIMESTAMP=1450168168578	USER=2015012618	JOBID=1	ACTION=END_READING	INFO: CURRENT_DOC=1
110,2015012618,1,RELEVANCE_ANNOTATION,TIMESTAMP=1450168173514	USER=2015012618	JOBID=1	ACTION=RELEVANCE_ANNOTATION	INFO: CURRENT_DOC=1 REL=2
111,2015012618,1,BEGIN_READING,TIMESTAMP=1450168174863	USER=2015012618	JOBID=1	ACTION=BEGIN_READING	INFO: CURRENT_DOC=2
112,2015012618,1,END_READING,TIMESTAMP=1450168213265	USER=2015012618	JOBID=1	ACTION=END_READING	INFO: CURRENT_DOC=2
113,2015012618,1,RELEVANCE_ANNOTATION,TIMESTAMP=1450168215849	USER=2015012618	JOBID=1	ACTION=RELEVANCE_ANNOTATION	INFO: CURRENT_DOC=2 REL=0
114,2015012618,1,BEGIN_READING,TIMESTAMP=1450168216762	USER=2015012618	JOBID=1	ACTION=BEGIN_READING	INFO: CURRENT_DOC=3
115,2015012618,1,END_READING,TIMESTAMP=1450168292879	USER=2015012618	JOBID=1	ACTION=END_READING	INFO: CURRENT_DOC=3
116,2015012618,1,RELEVANCE_ANNOTATION,TIMESTAMP=1450168296963	USER=2015012618	JOBID=1	ACTION=RELEVANCE_ANNOTATION	INFO: CURRENT_DOC=3 REL=2
117,2015012618,1,BEGIN_READING,TIMESTAMP=1450168297978	USER=2015012618	JOBID=1	ACTION=BEGIN_READING	INFO: CURRENT_DOC=4
118,2015012618,1,END_READING,TIMESTAMP=1450168350027	USER=2015012618	JOBID=1	ACTION=END_READING	INFO: CURRENT_DOC=4
119,2015012618,1,RELEVANCE_ANNOTATION,TIMESTAMP=1450168353562	USER=2015012618	JOBID=1	ACTION=RELEVANCE_ANNOTATION	INFO: CURRENT_DOC=4 REL=0
120,2015012618,1,TIME_1,TIMESTAMP=1450168379629	USER=2015012618	JOBID=1	DOCID=0	ACTION=TIME_1	INFO:Segments=363_487_842_
121,2015012618,1,TIME_1,TIMESTAMP=1450168379629	USER=2015012618	JOBID=1	DOCID=0	ACTION=TIME_1	INFO:Segments=363_487_842_
122,2015012618,1,TIME2,TIMESTAMP=1450168428681	USER=2015012618	JOBID=1	DOCID=0	ACTION=TIME2	INFO:Range=_8_10_5_6_8_9_5_6_[object Object]_[object Object]
123,2015012618,1,TIME2,TIMESTAMP=1450168428681	USER=2015012618	JOBID=1	DOCID=0	ACTION=TIME2	INFO:Range=_8_10_5_6_8_9_5_6_[object Object]_[object Object]
124,2015012618,1,TIME3,TIMESTAMP=1450168445461	USER=2015012618	JOBID=1	DOCID=0	ACTION=TIME3	INFO: Relative=100_36_80_41_
125,2015012618,1,TIME3,TIMESTAMP=1450168445461	USER=2015012618	JOBID=1	DOCID=0	ACTION=TIME3	INFO: Relative=100_36_80_41_
126,2015012618,1,OUTCOME,"TIMESTAMP=1450168512344	USER=2015012618	JOBID=1	DOCID=0	ACTION=OUTCOME	INFO:answer=It is because that contagious yawning is a behavior of showing empathy towards other people, and a way of creating social bonding between human beings."
127,2015012618,1,OUTCOME,"TIMESTAMP=1450168512344	USER=2015012618	JOBID=1	DOCID=0	ACTION=OUTCOME	INFO:answer=It is because that contagious yawning is a behavior of showing empathy towards other people, and a way of creating social bonding between human beings."
128,2015012618,2,BEGIN_READING,TIMESTAMP=1450168582074	USER=2015012618	JOBID=2	ACTION=BEGIN_READING	INFO: CURRENT_DOC=1
129,2015012618,2,END_READING,TIMESTAMP=1450168713674	USER=2015012618	JOBID=2	ACTION=END_READING	INFO: CURRENT_DOC=1
130,2015012618,2,RELEVANCE_ANNOTATION,TIMESTAMP=1450168727159	USER=2015012618	JOBID=2	ACTION=RELEVANCE_ANNOTATION	INFO: CURRENT_DOC=1 REL=2
131,2015012618,2,BEGIN_READING,TIMESTAMP=1450168728710	USER=2015012618	JOBID=2	ACTION=BEGIN_READING	INFO: CURRENT_DOC=2
132,2015012618,2,END_READING,TIMESTAMP=1450168853822	USER=2015012618	JOBID=2	ACTION=END_READING	INFO: CURRENT_DOC=2
133,2015012618,2,RELEVANCE_ANNOTATION,TIMESTAMP=1450168856876	USER=2015012618	JOBID=2	ACTION=RELEVANCE_ANNOTATION	INFO: CURRENT_DOC=2 REL=1
134,2015012618,2,BEGIN_READING,TIMESTAMP=1450168857893	USER=2015012618	JOBID=2	ACTION=BEGIN_READING	INFO: CURRENT_DOC=3
135,2015012618,2,END_READING,TIMESTAMP=1450168955058	USER=2015012618	JOBID=2	ACTION=END_READING	INFO: CURRENT_DOC=3
136,2015012618,2,RELEVANCE_ANNOTATION,TIMESTAMP=1450168958274	USER=2015012618	JOBID=2	ACTION=RELEVANCE_ANNOTATION	INFO: CURRENT_DOC=3 REL=1
137,2015012618,2,BEGIN_READING,TIMESTAMP=1450168959025	USER=2015012618	JOBID=2	ACTION=BEGIN_READING	INFO: CURRENT_DOC=4
138,2015012618,2,END_READING,TIMESTAMP=1450169048405	USER=2015012618	JOBID=2	ACTION=END_READING	INFO: CURRENT_DOC=4
139,2015012618,2,RELEVANCE_ANNOTATION,TIMESTAMP=1450169064442	USER=2015012618	JOBID=2	ACTION=RELEVANCE_ANNOTATION	INFO: CURRENT_DOC=4 REL=1
140,2015012618,2,TIME_1,TIMESTAMP=1450169095241	USER=2015012618	JOBID=2	DOCID=0	ACTION=TIME_1	INFO:Segments=313_565_794_
141,2015012618,2,TIME_1,TIMESTAMP=1450169095241	USER=2015012618	JOBID=2	DOCID=0	ACTION=TIME_1	INFO:Segments=313_565_794_
142,2015012618,2,TIME2,TIMESTAMP=1450169139238	USER=2015012618	JOBID=2	DOCID=0	ACTION=TIME2	INFO:Range=_18_19_15_17_17_19_13_15_[object Object]_[object Object]
143,2015012618,2,TIME2,TIMESTAMP=1450169139238	USER=2015012618	JOBID=2	DOCID=0	ACTION=TIME2	INFO:Range=_18_19_15_17_17_19_13_15_[object Object]_[object Object]
144,2015012618,2,TIME3,TIMESTAMP=1450169156507	USER=2015012618	JOBID=2	DOCID=0	ACTION=TIME3	INFO: Relative=100_75_86_65_
145,2015012618,2,TIME3,TIMESTAMP=1450169156507	USER=2015012618	JOBID=2	DOCID=0	ACTION=TIME3	INFO: Relative=100_75_86_65_
146,2015012618,2,OUTCOME,"TIMESTAMP=1450169291840	USER=2015012618	JOBID=2	DOCID=0	ACTION=OUTCOME	INFO:answer=At the first the film was made by a series of pictures or photos without sounds. Then came the cartoon films. After that, live music background was added. Finally, audio was incorporated into videos and special effects were introduced into films."
147,2015012618,2,OUTCOME,"TIMESTAMP=1450169291840	USER=2015012618	JOBID=2	DOCID=0	ACTION=OUTCOME	INFO:answer=At the first the film was made by a series of pictures or photos without sounds. Then came the cartoon films. After that, live music background was added. Finally, audio was incorporated into videos and special effects were introduced into films."
148,2015012618,3,BEGIN_READING,TIMESTAMP=1450169365145	USER=2015012618	JOBID=3	ACTION=BEGIN_READING	INFO: CURRENT_DOC=1
149,2015012618,3,END_READING,TIMESTAMP=1450169443888	USER=2015012618	JOBID=3	ACTION=END_READING	INFO: CURRENT_DOC=1
150,2015012618,3,RELEVANCE_ANNOTATION,TIMESTAMP=1450169446708	USER=2015012618	JOBID=3	ACTION=RELEVANCE_ANNOTATION	INFO: CURRENT_DOC=1 REL=1
151,2015012618,3,BEGIN_READING,TIMESTAMP=1450169448121	USER=2015012618	JOBID=3	ACTION=BEGIN_READING	INFO: CURRENT_DOC=2
152,2015012618,3,END_READING,TIMESTAMP=1450169574936	USER=2015012618	JOBID=3	ACTION=END_READING	INFO: CURRENT_DOC=2
153,2015012618,3,RELEVANCE_ANNOTATION,TIMESTAMP=1450169589401	USER=2015012618	JOBID=3	ACTION=RELEVANCE_ANNOTATION	INFO: CURRENT_DOC=2 REL=1
154,2015012618,3,BEGIN_READING,TIMESTAMP=1450169590313	USER=2015012618	JOBID=3	ACTION=BEGIN_READING	INFO: CURRENT_DOC=3
155,2015012618,3,END_READING,TIMESTAMP=1450169764088	USER=2015012618	JOBID=3	ACTION=END_READING	INFO: CURRENT_DOC=3
156,2015012618,3,RELEVANCE_ANNOTATION,TIMESTAMP=1450169766669	USER=2015012618	JOBID=3	ACTION=RELEVANCE_ANNOTATION	INFO: CURRENT_DOC=3 REL=3
157,2015012618,3,BEGIN_READING,TIMESTAMP=1450169768035	USER=2015012618	JOBID=3	ACTION=BEGIN_READING	INFO: CURRENT_DOC=4
158,2015012618,3,END_READING,TIMESTAMP=1450169883950	USER=2015012618	JOBID=3	ACTION=END_READING	INFO: CURRENT_DOC=4
159,2015012618,3,RELEVANCE_ANNOTATION,TIMESTAMP=1450169886303	USER=2015012618	JOBID=3	ACTION=RELEVANCE_ANNOTATION	INFO: CURRENT_DOC=4 REL=3
160,2015012618,3,TIME_1,TIMESTAMP=1450169902100	USER=2015012618	JOBID=3	DOCID=0	ACTION=TIME_1	INFO:Segments=294_458_723_
161,2015012618,3,TIME_1,TIMESTAMP=1450169902100	USER=2015012618	JOBID=3	DOCID=0	ACTION=TIME_1	INFO:Segments=294_458_723_
